,doc_length
59329,4169
59330,2999
59331,2254
59332,2127
59333,1006
59334,1925
59335,709
59336,1363
59337,6674
59338,4742
59339,2505
59340,2591
59341,2340
59342,1803
59343,1748
59344,5606
59345,3301
59346,3256
59347,2780
59348,2505
59349,5972
59350,1340
59351,174
59352,237
59353,4179
59354,915
59355,4369
59356,785
59357,573
59358,1720
59359,4848
59360,3452
59361,548
59362,2872
59363,2474
59364,3335
59365,1446
59366,4016
59367,2972
59368,3637
59369,6026
59370,3077
59371,3235
59372,653
59373,736
59374,3671
59375,885
59376,3827
59377,1022
59378,2907
59379,3226
59380,676
59381,1075
59382,1937
59383,596
59384,663
59385,1003
59386,7031
59387,735
59388,1150
59389,1018
59390,509
59391,785
59392,591
59393,596
59394,3196
59395,4496
59396,1454
59397,725
59398,1775
59399,730
59400,2547
59401,2938
59402,692
59403,2411
59404,4356
59405,3659
59406,1753
59407,2306
59408,3458
59409,3236
59410,814
59411,2019
59412,1823
59413,1254
59414,517
59415,4742
59416,5606
59417,775
59418,2799
59419,2433
59420,3071
59421,1254
59422,909
59423,2799
59424,703
59425,760
59426,1807
59427,1775
59428,3589
59429,757
59430,1408
59431,1698
59432,2777
59433,3640
59434,3171
59435,2280
59436,3180
59437,1211
59438,667
59439,1925
59440,3473
59441,2344
59442,3363
59443,1896
59444,2006
59445,1796
59446,2727
59447,1748
59448,2777
59449,717
59450,2269
59451,775
59452,1456
59453,2690
59454,2584
59455,4920
59456,1654
59457,2648
59458,3023
59459,1938
59460,3328
59461,1896
59462,2681
59463,4791
59464,2456
59465,1654
59466,2190
59467,2843
59468,2780
59469,3226
59470,1003
59471,885
59472,2886
59473,2366
59474,4042
59475,703
59476,2837
59477,691
59478,3171
59479,2794
59480,2422
59481,1000
59482,4079
59483,2596
59484,5972
59485,9081
59486,869
59487,3682
59488,3014
59489,560
59490,1255
59491,2468
59492,3328
59493,947
59494,1831
59495,3807
59496,3328
59497,4116
59498,2990
59499,4774
59500,4808
59501,4599
59502,1200
59503,560
59504,1101
59505,2484
59506,3473
59507,785
59508,3180
59509,2758
59510,3546
59511,1770
59512,3041
59513,388
59514,2872
59515,5918
59516,2439
59517,2843
59518,3876
59519,1702
59520,1844
59521,1211
59522,2403
59523,5766
59524,3376
59525,814
59526,1286
59527,1174
59528,3130
59529,2411
59530,3523
59531,2003
59532,2758
59533,2474
59534,4055
59535,1831
59536,1745
59537,726
59538,4368
59539,2547
59540,3627
59541,1117
59542,1606
59543,1427
59544,3676
59545,3116
59546,2799
59547,201
59548,1394
59549,760
59550,1310
59551,3475
59552,3993
59553,3546
59554,3605
59555,2239
59556,2727
59557,1006
59558,785
59559,1363
59560,3688
59561,2390
59562,1417
59563,674
59564,531
59565,782
59566,4019
59567,2584
59568,1720
59569,3655
59570,1661
59571,624
59572,6428
59573,4496
59574,1611
59575,1887
59576,3318
59577,2799
59578,2184
59579,5529
59580,1159
59581,1245
59582,3222
59583,4601
59584,3089
59585,3592
59586,790
59587,4091
59588,596
59589,1553
59590,2884
59591,1434
59592,2332
59593,422
59594,823
59595,936
59596,2000
59597,2794
59598,1752
59599,936
59600,1588
59601,2837
59602,157
59603,6058
59604,5298
59605,1615
59606,2019
59607,653
59608,3194
59609,2682
59610,3592
59611,2639
59612,1704
59613,4292
59614,2366
59615,1289
59616,1647
59617,5286
59618,2648
59619,5299
59620,3257
59621,3604
59622,2127
59623,4481
59624,735
59625,1456
59626,1672
59627,548
59628,2999
59629,4076
59630,3494
59631,3651
59632,400
59633,2141
59634,2945
59635,3751
59636,4601
59637,2579
59638,5918
59639,982
59640,3940
59641,3659
59642,782
59643,2050
59644,4013
59645,830
59646,76
59647,2127
59648,594
59649,7248
59650,1214
59651,3926
59652,4791
59653,4014
59654,4496
59655,384
59656,887
59657,4735
59658,5565
59659,1459
59660,674
59661,237
59662,3192
59663,4974
59664,2750
59665,3066
59666,1087
59667,902
59668,3714
59669,422
59670,1514
59671,5933
59672,1887
59673,2069
59674,1363
59675,1179
59676,1278
59677,1803
59678,1580
59679,1720
59680,4013
59681,5956
59682,1379
59683,2919
59684,3644
59685,2259
59686,1358
59687,1543
59688,2682
59689,2359
59690,1042
59691,1918
59692,3144
59693,1355
59694,2406
59695,2121
59696,2777
59697,5141
59698,354
59699,4034
59700,4974
59701,3087
59702,2006
59703,4292
59704,2916
59705,4022
59706,3190
59707,384
59708,2467
59709,1306
59710,1621
59711,475
59712,473
59713,1293
59714,1770
59715,996
59716,835
59717,1019
59718,3961
59719,1831
59720,4720
59721,890
59722,1803
59723,3458
59724,3589
59725,4673
59726,2872
59727,3226
59728,2723
59729,663
59730,1036
59731,2188
59732,2966
59733,1457
59734,232
59735,1720
59736,1220
59737,2446
59738,1270
59739,2748
59740,1456
59741,1256
59742,1117
59743,2739
59744,4022
59745,885
59746,2753
59747,1459
59748,1118
59749,634
59750,2727
59751,5886
59752,1459
59753,1654
59754,2088
59755,2799
59756,1673
59757,3468
59758,3640
59759,2799
59760,4599
59761,2875
59762,683
59763,4345
59764,2446
59765,2762
59766,2239
59767,1772
59768,915
59769,6924
59770,814
59771,3869
59772,1036
59773,3194
59774,2322
59775,942
59776,1351
59777,2563
59778,1831
59779,2483
59780,3842
59781,1585
59782,2611
59783,1018
59784,785
59785,5085
59786,6176
59787,1588
59788,4298
59789,1698
59790,1720
59791,1920
59792,785
59793,4848
59794,3452
59795,2727
59796,3753
59797,2261
59798,911
59799,1312
59800,1142
59801,4962
59802,3644
59803,3222
59804,950
59805,1157
59806,3824
59807,1073
59808,3589
59809,3168
59810,4073
59811,5547
59812,5188
59813,1640
59814,3827
59815,2244
59816,3192
59817,1794
59818,3250
59819,2809
59820,4623
59821,421
59822,4183
59823,1794
59824,843
59825,3604
59826,2000
59827,3902
59828,3592
59829,2088
59830,3931
59831,3180
59832,2761
59833,1920
59834,1697
59835,2739
59836,3196
59837,782
59838,3318
59839,2366
59840,4774
59841,2655
59842,703
59843,1657
59844,919
59845,1142
59846,4962
59847,3840
59848,1887
59849,2244
59850,1823
59851,2505
59852,2919
59853,2690
59854,2926
59855,2857
59856,5299
59857,667
59858,1698
59859,3546
59860,2753
59861,2306
59862,3473
59863,4629
59864,2727
59865,784
59866,1148
59867,3301
59868,1794
59869,3548
59870,1580
59871,1441
59872,676
59873,3028
59874,3651
59875,1270
59876,708
59877,4818
59878,1748
59879,1748
59880,6003
59881,1882
59882,786
59883,3753
59884,1222
59885,594
59886,4019
59887,3308
59888,2006
59889,2777
59890,2340
59891,1803
59892,5314
59893,1458
59894,517
59895,1858
59896,1409
59897,1293
59898,663
59899,676
59900,517
59901,3335
59902,3651
59903,1058
59904,5529
59905,790
59906,1654
59907,1314
59908,2018
59909,4082
59910,3241
59911,4016
59912,1406
59913,1220
59914,942
59915,1258
59916,2193
59917,1921
59918,3123
59919,1000
59920,1270
59921,5390
59922,1073
59923,1084
59924,3644
59925,1148
59926,3468
59927,3548
59928,3840
59929,2886
59930,3135
59931,3807
59932,2886
59933,2575
59934,2739
59935,3605
59936,2945
59937,885
59938,3256
59939,3301
59940,3241
59941,4774
59942,2762
59943,4082
59944,3066
59945,3459
59946,1761
59947,921
59948,4091
59949,2815
59950,2777
59951,950
59952,622
59953,3475
59954,2843
59955,2358
59956,347
59957,3902
59958,835
59959,2681
59960,7510
59961,1588
59962,992
59963,2324
59964,1654
59965,1588
59966,461
59967,1073
59968,2184
59969,3824
59970,4920
59971,2478
59972,1258
59973,660
59974,3398
59975,3095
59976,3970
59977,4076
59978,548
59979,383
59980,1161
59981,3255
59982,2687
59983,2588
59984,1585
59985,4066
59986,1159
59987,1220
59988,1758
59989,3578
59990,1746
59991,2162
59992,1058
59993,4822
59994,3081
59995,2799
59996,3426
59997,5141
59998,1895
59999,1900
60000,2867
60001,1406
60002,3555
60003,2295
60004,1508
60005,1379
60006,1394
60007,2849
60008,1702
60009,2467
60010,3398
60011,760
60012,1073
60013,2687
60014,3168
60015,1246
60016,354
60017,596
60018,3926
60019,6428
60020,2563
60021,4117
60022,3322
60023,2220
60024,4169
60025,596
60026,4228
60027,2748
60028,7031
60029,3089
60030,1366
60031,1673
60032,1500
60033,5179
60034,556
60035,667
60036,1696
60037,2018
60038,83
60039,4369
60040,3638
60041,978
60042,1159
60043,711
60044,1174
60045,4947
60046,1256
60047,6674
60048,3200
60049,3148
60050,354
60051,1255
60052,1514
60053,4087
60054,2848
60055,1840
60056,2474
60057,201
60058,3625
60059,725
60060,1289
60061,1835
60062,4269
60063,4079
60064,2687
60065,1761
60066,3970
60067,6444
60068,1661
60069,2844
60070,1794
60071,587
60072,622
60073,1720
60074,1161
60075,3217
60076,997
60077,3798
60078,2366
60079,2608
60080,2368
60081,541
60082,2844
60083,1751
60084,2154
60085,1972
60086,3931
60087,1200
60088,5972
60089,596
60090,2583
60091,2753
60092,2256
60093,863
60094,1246
60095,1310
60096,5972
60097,1066
60098,1306
60099,1563
60100,3625
60101,2579
60102,3301
60103,3869
60104,863
60105,1211
60106,2823
60107,3444
60108,4833
60109,421
60110,2366
60111,4974
60112,3625
60113,667
60114,3452
60115,4405
60116,1918
60117,6444
60118,1174
60119,1794
60120,2175
60121,4642
60122,2609
60123,5390
60124,1823
60125,1256
60126,1459
60127,2003
60128,6026
60129,1227
60130,1491
60131,3066
60132,2965
60133,1200
60134,3308
60135,2340
60136,2866
60137,4087
60138,3659
60139,5644
60140,4091
60141,1200
60142,3942
60143,4850
60144,4848
60145,1758
60146,5529
60147,7028
60148,1314
60149,6143
60150,4629
60151,1796
60152,3112
60153,1117
60154,2596
60155,2563
60156,3335
60157,1647
60158,676
60159,2852
60160,1220
60161,2739
60162,1794
60163,1270
60164,4073
60165,4696
60166,2908
60167,1073
60168,839
60169,1794
60170,2837
60171,3376
60172,4947
60173,653
60174,742
60175,461
60176,2294
60177,5298
60178,3600
60179,2841
60180,2280
60181,3426
60182,1220
60183,5886
60184,6930
60185,2259
60186,2154
60187,708
60188,1748
60189,5299
60190,3235
60191,9628
60192,857
60193,3262
60194,3398
60195,4269
60196,1363
60197,2482
60198,1512
60199,2982
60200,508
60201,4128
60202,3369
60203,1978
60204,2468
60205,2361
60206,1293
60207,3714
60208,4065
60209,1925
60210,2340
60211,4962
60212,2220
60213,1179
60214,5020
60215,1324
60216,1696
60217,785
60218,517
60219,2217
60220,3222
60221,232
60222,3798
60223,3257
60224,3217
60225,3656
60226,970
60227,3168
60228,2324
60229,1170
60230,3812
60231,1140
60232,2799
60233,531
60234,5719
60235,785
60236,1441
60237,1019
60238,1661
60239,5577
60240,786
60241,2748
60242,3656
60243,3089
60244,4742
60245,885
60246,1578
60247,517
60248,3550
60249,2439
60250,2727
60251,1019
60252,3023
60253,3993
60254,1918
60255,4292
60256,3827
60257,2455
60258,1970
60259,4292
60260,2167
60261,6887
60262,3148
60263,2269
60264,2322
60265,726
60266,3431
60267,1721
60268,790
60269,3180
60270,2596
60271,1728
60272,3431
60273,2175
60274,3685
60275,5298
60276,1278
60277,3485
60278,4087
60279,2190
60280,3884
60281,2739
60282,790
60283,3148
60284,1200
60285,2446
60286,1454
60287,1036
60288,1895
60289,3970
60290,6924
60291,3592
60292,3651
60293,3748
60294,2938
60295,624
60296,1220
60297,3049
60298,1456
60299,3877
60300,1157
60301,3116
60302,3318
60303,2015
60304,2314
60305,2521
60306,3301
60307,975
60308,2655
60309,1220
60310,3761
60311,2495
60312,2467
60313,890
60314,2837
60315,2259
60316,1306
60317,3226
60318,2648
60319,4623
60320,1808
60321,2478
60322,2999
60323,519
60324,3023
60325,4014
60326,4117
60327,3193
60328,1893
60329,4298
60330,735
60331,1738
60332,1000
60333,3077
60334,2621
60335,3902
60336,4629
60337,1100
60338,1612
60339,1390
60340,863
60341,1200
60342,1794
60343,2339
60344,2844
60345,6444
60346,2845
60347,641
60348,1159
60349,1803
60350,4179
60351,2403
60352,9081
60353,3902
60354,1170
60355,995
60356,1659
60357,2590
60358,3144
60359,3993
60360,2940
60361,2483
60362,4076
60363,3589
60364,1906
60365,4275
60366,3196
60367,863
60368,2368
60369,3116
60370,2866
60371,2938
60372,785
60373,2762
60374,676
60375,2809
60376,1342
60377,975
60378,2986
60379,4046
60380,3023
60381,587
60382,1970
60383,2794
60384,1036
60385,1698
60386,1621
60387,852
60388,2799
60389,3523
60390,1702
60391,175
60392,1355
60393,1749
60394,2374
60395,3118
60396,2886
60397,674
60398,4971
60399,2451
60400,2483
60401,1704
60402,2857
60403,5390
60404,158
60405,517
60406,1970
60407,596
60408,725
60409,7248
60410,6887
60411,232
60412,2484
60413,3993
60414,1895
60415,3081
60416,1831
60417,1621
60418,2108
60419,5085
60420,975
60421,1647
60422,2439
60423,863
60424,1087
60425,1588
60426,1260
60427,3391
60428,4720
60429,2333
60430,3098
60431,2480
60432,3951
60433,3475
60434,2395
60435,2259
60436,4013
60437,1157
60438,1808
60439,1270
60440,836
60441,3192
60442,3318
60443,5387
60444,4590
60445,6924
60446,1925
60447,2003
60448,4091
60449,1159
60450,4292
60451,2672
60452,591
60453,4808
60454,449
60455,968
60456,1458
60457,703
60458,3112
60459,1512
60460,2154
60461,3693
60462,3112
60463,915
60464,3431
60465,5188
60466,2468
60467,3118
60468,3458
60469,2004
60470,5390
60471,2193
60472,3222
60473,2739
60474,852
60475,9081
60476,237
60477,548
60478,919
60479,2938
60480,3077
60481,2674
60482,1659
60483,2748
60484,1937
60485,1289
60486,1458
60487,4481
60488,4756
60489,1157
60490,1673
60491,1758
60492,3417
60493,2395
60494,591
60495,4629
60496,785
60497,6599
60498,3843
60499,3473
60500,1702
60501,975
60502,2635
60503,2004
60504,3468
60505,1075
60506,2077
60507,879
60508,1615
60509,3144
60510,2875
60511,1973
60512,668
60513,1351
60514,2926
60515,3550
60516,775
60517,3235
60518,1672
60519,2563
60520,1286
60521,1831
60522,2340
60523,2000
60524,2077
60525,2758
60526,2349
60527,1799
60528,1987
60529,4629
60530,6924
60531,3157
60532,4481
60533,2456
60534,5188
60535,3494
60536,760
60537,2993
60538,978
60539,2583
60540,3028
60541,3196
60542,6263
60543,622
60544,2006
60545,4774
60546,2184
60547,835
60548,2127
60549,3926
60550,3846
60551,5886
60552,2799
60553,2179
60554,2516
60555,2855
60556,970
60557,2076
60558,4659
60559,3301
60560,4324
60561,3196
60562,2866
60563,1978
60564,594
60565,3193
60566,6973
60567,708
60568,3133
60569,4034
60570,3843
60571,5020
60572,3089
60573,3592
60574,3196
60575,5202
60576,873
60577,963
60578,1593
60579,596
60580,2560
60581,2835
60582,708
60583,1749
60584,3328
60585,663
60586,1159
60587,2467
60588,2886
60589,2076
60590,885
60591,3095
60592,2280
60593,3625
60594,2368
60595,2799
60596,1698
60597,823
60598,785
60599,449
60600,3016
60601,2762
60602,4920
60603,1444
60604,1255
60605,4599
60606,2591
60607,2624
60608,2527
60609,936
60610,2512
60611,790
60612,4073
60613,1179
60614,2739
60615,915
60616,1408
60617,1347
60618,1553
60619,3328
60620,3112
60621,499
60622,2674
60623,1807
60624,786
60625,1444
60626,4082
60627,525
60628,2411
60629,1018
60630,3236
60631,509
60632,1632
60633,978
60634,2936
60635,885
60636,1844
60637,2852
60638,2809
60639,4971
60640,1456
60641,5577
60642,151
60643,2269
60644,2528
60645,1457
60646,1748
60647,1543
60648,2446
60649,4324
60650,1415
60651,2762
60652,1379
60653,4034
60654,3523
60655,884
60656,3812
60657,970
60658,2076
60659,790
60660,1491
60661,735
60662,579
60663,3807
60664,1794
60665,2480
60666,1408
60667,3018
60668,3066
60669,2835
60670,528
60671,1220
60672,3318
60673,3235
60674,1753
60675,4818
60676,1553
60677,2609
60678,2857
60679,5565
60680,4642
60681,947
60682,1340
60683,4696
60684,1200
60685,982
60686,4022
60687,1248
60688,3970
60689,1286
60690,3840
60691,5577
60692,2200
60693,2474
60694,4286
60695,404
60696,1720
60697,5390
60698,2579
60699,3154
60700,1639
60701,2907
60702,3902
60703,4179
60704,541
60705,6924
60706,1148
60707,835
60708,7687
60709,968
60710,5788
60711,4920
60712,1775
60713,3255
60714,1943
60715,4818
60716,2799
60717,2154
60718,581
60719,175
60720,3089
60721,1118
60722,1647
60723,2852
60724,3798
60725,918
60726,4735
60727,2042
60728,1328
60729,2344
60730,201
60731,1978
60732,1006
60733,1611
60734,3308
60735,1293
60736,683
60737,2937
60738,1456
60739,911
60740,1358
60741,2422
60742,1661
60743,884
60744,3257
60745,2439
60746,2681
60747,1011
60748,1454
60749,1906
60750,1073
60751,388
60752,2322
60753,2844
60754,4742
60755,3196
60756,3250
60757,2579
60758,4116
60759,2217
60760,863
60761,3192
60762,1749
60763,1358
60764,1273
60765,2579
60766,1223
60767,2368
60768,884
60769,3485
60770,373
60771,1640
60772,947
60773,2239
60774,1200
60775,4169
60776,2758
60777,2596
60778,1698
60779,2401
60780,2937
60781,2000
60782,884
60783,599
60784,3190
60785,4962
60786,1415
60787,2986
60788,634
60789,1606
60790,1358
60791,556
60792,3308
60793,596
60794,1220
60795,201
60796,1698
60797,3089
60798,4518
60799,4808
60800,3112
60801,1456
60802,2377
60803,1427
60804,4242
60805,4169
60806,4430
60807,2750
60808,936
60809,3328
60810,1699
60811,869
60812,653
60813,1000
60814,3638
60815,1390
60816,3146
60817,2575
60818,1844
60819,3644
60820,2799
60821,3798
60822,736
60823,3444
60824,4808
60825,3144
60826,1375
60827,2747
60828,3065
60829,2000
60830,3196
60831,3107
60832,3190
60833,1140
60834,4013
60835,599
60836,3942
60837,4756
60838,1758
60839,1823
60840,2690
60841,2395
60842,3018
60843,232
60844,1324
60845,4696
60846,934
60847,4017
60848,947
60849,3840
60850,974
60851,5194
60852,4971
60853,3107
60854,6026
60855,3876
60856,6026
60857,3164
60858,3902
60859,2761
60860,2936
60861,1255
60862,2537
60863,201
60864,4636
60865,2433
60866,4696
60867,1761
60868,4516
60869,3318
60870,3723
60871,1840
60872,1505
60873,5901
60874,3723
60875,3028
60876,3028
60877,1222
60878,1409
60879,3116
60880,1693
60881,683
60882,158
60883,2256
60884,4117
60885,594
60886,2154
60887,4014
60888,1920
60889,1900
60890,1036
60891,1328
60892,2162
60893,1142
60894,3217
60895,2505
60896,3322
60897,1208
60898,3157
60899,3961
60900,3071
60901,232
60902,4742
60903,1823
60904,1796
60905,3369
60906,3754
60907,1018
60908,1363
60909,2681
60910,1179
60911,1657
60912,2841
60913,814
60914,9081
60915,1361
60916,2324
60917,708
60918,1639
60919,4043
60920,2216
60921,2116
60922,2676
60923,596
60924,876
60925,1508
60926,2495
60927,5901
60928,2681
60929,2239
60930,4601
60931,3627
60932,1174
60933,4756
60934,3798
60935,2374
60936,7687
60937,3753
60938,4356
60939,2748
60940,6428
60941,1777
60942,3369
60943,5390
60944,1278
60945,3157
60946,1456
60947,2374
60948,3926
60949,3066
60950,1796
60951,3723
60952,709
60953,594
60954,4116
60955,814
60956,586
60957,313
60958,4405
60959,3684
60960,2547
60961,864
60962,2938
60963,1211
60964,2088
60965,2681
60966,1719
60967,2467
60968,2799
60969,3827
60970,3546
60971,1567
60972,2782
60973,4369
60974,1174
60975,2945
60976,7248
60977,5022
60978,1937
60979,3827
60980,2395
60981,2322
60982,2884
60983,1099
60984,2809
60985,1672
60986,1796
60987,1199
60988,1839
60989,3256
60990,759
60991,2682
60992,4356
60993,3625
60994,2314
60995,1084
60996,2467
60997,1693
60998,2999
60999,911
61000,3133
61001,1500
61002,1611
61003,2780
61004,1289
61005,1278
61006,2456
61007,1286
61008,174
61009,473
61010,2611
61011,3555
61012,1796
61013,3016
61014,2993
61015,2368
61016,3256
61017,1100
61018,2000
61019,1157
61020,4808
61021,586
61022,902
61023,942
61024,1379
61025,4623
61026,2655
61027,1512
61028,313
61029,668
61030,1117
61031,5202
61032,2076
61033,1388
61034,5188
61035,287
61036,2739
61037,1570
61038,3193
61039,974
61040,2938
61041,1882
61042,2018
61043,1273
61044,2655
61045,3081
61046,3550
61047,4292
61048,3226
61049,3098
61050,5719
61051,4116
61052,3428
61053,1644
61054,1340
61055,2483
61056,2684
61057,2505
61058,3190
61059,3754
61060,3555
61061,2359
61062,548
61063,1761
61064,885
61065,2937
61066,1454
61067,2919
61068,1770
61069,1120
61070,2562
61071,4623
61072,3226
61073,2406
61074,1887
61075,1454
61076,1794
61077,1796
61078,1246
61079,1794
61080,201
61081,947
61082,3971
61083,764
61084,2332
61085,1200
61086,2000
61087,982
61088,3116
61089,3512
61090,2940
61091,2468
61092,719
61093,1639
61094,2190
61095,4617
61096,1283
61097,4209
61098,1606
61099,2687
61100,835
61101,1794
61102,4808
61103,2244
61104,3688
61105,497
61106,760
61107,909
61108,3961
61109,151
61110,1220
61111,1390
61112,3807
61113,1395
61114,2588
61115,1289
61116,1042
61117,1673
61118,3192
61119,1796
61120,3016
61121,2361
61122,3376
61123,785
61124,5719
61125,4756
61126,3562
61127,2411
61128,1036
61129,1729
61130,4974
61131,1199
61132,2844
61133,1347
61134,3312
61135,4392
61136,885
61137,869
61138,4481
61139,622
61140,3827
61141,1770
61142,3116
61143,2340
61144,2581
61145,863
61146,2019
61147,373
61148,5202
61149,911
61150,3970
61151,7248
61152,2849
61153,1910
61154,2483
61155,1654
61156,3023
61157,2972
61158,2453
61159,2456
61160,970
61161,4183
61162,1647
61163,2583
61164,3133
61165,3939
61166,4043
61167,2993
61168,1505
61169,3308
61170,1698
61171,1351
61172,1796
61173,2374
61174,1454
61175,4255
61176,936
61177,3589
61178,3116
61179,4345
61180,3523
61181,970
61182,4042
61183,4251
61184,1730
61185,1823
61186,2018
61187,1746
61188,1807
61189,1223
61190,2193
61191,2406
61192,5565
61193,1395
61194,1334
61195,3144
61196,863
61197,926
61198,3018
61199,1772
61200,3058
61201,3107
61202,2993
61203,4947
61204,1142
61205,4269
61206,1256
61207,1588
61208,3876
61209,4844
61210,3398
61211,2451
61212,2403
61213,667
61214,885
61215,1505
61216,989
61217,1925
61218,2690
61219,2857
61220,710
61221,1918
61222,2916
61223,3961
61224,3118
61225,2042
61226,814
61227,4356
61228,1597
61229,2848
61230,592
61231,1893
61232,982
61233,2374
61234,1550
61235,2809
61236,1358
61237,1036
61238,2000
61239,3569
61240,3632
61241,719
61242,3428
61243,736
61244,3578
61245,5390
61246,1580
61247,865
61248,3444
61249,2823
61250,2937
61251,3512
61252,2005
61253,1831
61254,1921
61255,1758
61256,2799
61257,760
61258,1615
61259,3562
61260,805
61261,2794
61262,3428
61263,1200
61264,3144
61265,2907
61266,3723
61267,5565
61268,1647
61269,3592
61270,1563
61271,1245
61272,790
61273,2175
61274,1256
61275,1406
61276,2439
61277,885
61278,785
61279,790
61280,4947
61281,5529
61282,3256
61283,3116
61284,4623
61285,1258
61286,1408
61287,4742
61288,1621
61289,1550
61290,1408
61291,449
61292,2867
61293,864
61294,3627
61295,2748
61296,1256
61297,3812
61298,865
61299,1777
61300,2003
61301,2621
61302,3335
61303,3548
61304,1256
61305,1358
61306,1746
61307,3459
61308,1698
61309,2938
61310,1324
61311,1018
61312,3226
61313,1018
61314,1745
61315,3682
61316,4076
61317,373
61318,5547
61319,4636
61320,674
61321,4850
61322,2376
61323,2000
61324,2715
61325,915
61326,726
61327,3318
61328,926
61329,2727
61330,5933
61331,2857
61332,2467
61333,3688
61334,974
61335,5202
61336,805
61337,1563
61338,1174
61339,3507
61340,2001
61341,1458
61342,4356
61343,2334
61344,3398
61345,869
61346,5901
61347,2758
61348,3682
61349,989
61350,2844
61351,1570
61352,1807
61353,4369
61354,2884
61355,1721
61356,1310
61357,936
61358,4091
61359,2521
61360,3970
61361,4087
61362,1273
61363,996
61364,556
61365,3748
61366,3369
61367,703
61368,4599
61369,5098
61370,1720
61371,435
61372,839
61373,2366
61374,3638
61375,5194
61376,1553
61377,83
61378,2280
61379,872
61380,3146
61381,2000
61382,902
61383,1895
61384,2405
61385,4742
61386,2823
61387,3116
61388,2483
61389,2026
61390,839
61391,3877
61392,3902
61393,1698
61394,3180
61395,3523
61396,4659
61397,2908
61398,3876
61399,3632
61400,1882
61401,1102
61402,1361
61403,3193
61404,4430
61405,1358
61406,1379
61407,1970
61408,1640
61409,1256
61410,717
61411,1719
61412,2715
61413,3301
61414,2727
61415,5085
61416,1018
61417,3041
61418,2521
61419,2116
61420,525
61421,622
61422,3452
61423,2750
61424,4046
61425,4971
61426,1395
61427,2747
61428,1100
61429,1796
61430,4008
61431,2468
61432,627
61433,1220
61434,7510
61435,2926
61436,2411
61437,1651
61438,839
61439,4034
61440,3023
61441,2340
61442,1073
61443,725
61444,3807
61445,2368
61446,599
61447,1726
61448,1066
61449,541
61450,2655
61451,3369
61452,1796
61453,2538
61454,1578
61455,3604
61456,4430
61457,2945
61458,2018
61459,1446
61460,785
61461,1978
61462,805
61463,3222
61464,936
61465,2175
61466,735
61467,3193
61468,2105
61469,782
61470,3250
61471,667
61472,2926
61473,1823
61474,2254
61475,1006
61476,984
61477,3748
61478,708
61479,1148
61480,622
61481,3135
61482,1800
61483,1003
61484,1906
61485,1526
61486,1508
61487,2875
61488,3328
61489,1018
61490,4430
61491,3135
61492,2366
61493,3322
61494,5606
61495,3869
61496,3632
61497,1647
61498,1101
61499,2088
61500,2000
61501,3604
61502,2986
61503,3118
61504,3222
61505,3077
61506,3192
61507,2557
61508,3180
61509,3840
61510,4102
61511,4601
61512,499
61513,2867
61514,4850
61515,1896
61516,4128
61517,2682
61518,784
61519,3840
61520,1200
61521,3544
61522,548
61523,3644
61524,1720
61525,1415
61526,2077
61527,3843
61528,978
61529,2547
61530,1142
61531,2000
61532,2018
61533,3512
61534,2648
61535,119
61536,3604
61537,3753
61538,2682
61539,1770
61540,1051
61541,6887
61542,1893
61543,5565
61544,2374
61545,1794
61546,4623
61547,1324
61548,1570
61549,3589
61550,3311
61551,2000
61552,3485
61553,736
61554,3154
61555,3748
61556,928
61557,1823
61558,1761
61559,8516
61560,2340
61561,1698
61562,3444
61563,4286
61564,2446
61565,887
61566,3971
61567,2256
61568,513
61569,1208
61570,975
61571,1803
61572,541
61573,1161
61574,548
61575,354
61576,1749
61577,9081
61578,3782
61579,2758
61580,1456
61581,2518
61582,3812
61583,3099
61584,2640
61585,2750
61586,3644
61587,1366
61588,2120
61589,6428
61590,3452
61591,2451
61592,1058
61593,887
61594,1454
61595,388
61596,3193
61597,865
61598,3843
61599,2018
61600,232
61601,3164
61602,1921
61603,3089
61604,3417
61605,2986
61606,2993
61607,3256
61608,1019
61609,3235
61610,4742
61611,1777
61612,3485
61613,2077
61614,919
61615,786
61616,435
61617,1458
61618,1840
61619,517
61620,1777
61621,3444
61622,2422
61623,4642
61624,1400
61625,3112
61626,2742
61627,2154
61628,5022
61629,1157
61630,3843
61631,2777
61632,2076
61633,2403
61634,591
61635,2406
61636,2762
61637,3196
61638,594
61639,7028
61640,1960
61641,1720
61642,1553
61643,3154
61644,653
61645,1246
61646,863
61647,1659
61648,3116
61649,5901
61650,2875
61651,3130
61652,2179
61653,1803
61654,919
61655,1338
61656,1099
61657,1221
61658,3589
61659,2739
61660,1454
61661,4623
61662,4292
61663,936
61664,3200
61665,1514
61666,1347
61667,3951
61668,1159
61669,2581
61670,4617
61671,1651
61672,4014
61673,2433
61674,5194
61675,2000
61676,4947
61677,3016
61678,843
61679,2167
61680,1328
61681,1896
61682,3659
61683,2591
61684,2937
61685,2439
61686,3827
61687,1324
61688,3340
61689,1211
61690,708
61691,3685
61692,2722
61693,1654
61694,2990
61695,5387
61696,3071
61697,1018
61698,7248
61699,3485
61700,2018
61701,2762
61702,4623
61703,4599
61704,2926
61705,5098
61706,4091
61707,3651
61708,1673
61709,1256
61710,667
61711,2648
61712,2361
61713,3301
61714,3842
61715,1508
61716,560
61717,1796
61718,1595
61719,1775
61720,2077
61721,812
61722,3164
61723,885
61724,3696
61725,1454
61726,1580
61727,2845
